Calories,Total Fat (g),Total Sugars (g),Carbohydrates (Carbs) (g),Protein (g),Cluster
389,6.4,9.3,90.9,29.5,0
182,23.3,41.6,45.8,5.8,1
469,16.8,15.0,85.5,6.7,0
424,3.5,44.0,37.3,31.2,2
541,32.3,48.9,28.4,2.4,2
767,36.0,14.9,67.4,43.3,2
720,5.3,1.4,62.2,44.7,0
226,12.2,24.5,96.6,4.9,0
307,7.1,10.6,98.1,20.5,0
637,38.5,17.5,24.4,13.0,1
635,36.2,22.8,48.7,18.2,1
532,17.4,43.2,40.2,26.8,2
485,2.2,44.7,63.6,19.0,0
685,31.0,45.3,77.2,1.5,2
763,34.6,31.3,20.4,3.7,2
274,37.5,32.5,34.9,30.5,2
469,30.2,44.6,22.3,28.7,2
349,8.7,19.5,15.0,10.5,1
239,30.4,22.0,65.4,10.7,1
468,39.3,44.6,44.3,45.8,2
704,6.3,36.7,33.8,28.8,2
286,38.2,16.6,8.3,12.1,1
336,31.4,24.0,48.7,9.2,1
732,27.6,18.5,93.4,12.8,0
338,24.9,42.5,26.3,38.0,2
635,13.9,38.8,31.9,43.8,2
491,20.1,13.0,96.8,12.9,0
652,26.3,28.0,64.4,8.9,1
133,33.3,28.9,11.7,40.0,2
692,29.0,22.1,15.8,13.7,2
420,20.2,34.8,71.5,12.3,0
578,11.6,12.9,70.5,37.2,0
306,35.1,44.3,29.0,17.7,2
277,19.7,35.0,52.4,25.1,2
189,4.1,21.4,71.0,46.0,0
465,5.6,6.3,59.5,45.1,0
575,34.5,3.3,73.0,40.3,0
588,7.8,31.3,75.5,13.9,0
690,10.5,24.8,63.3,36.7,0
546,36.2,35.7,89.4,36.7,2
164,3.7,15.3,1.0,22.9,1
165,32.7,20.3,35.9,1.1,1
130,38.3,4.2,44.8,11.6,1
85,25.9,6.5,33.8,3.4,1
668,31.8,3.1,56.6,35.2,2
171,7.7,6.3,76.6,5.1,1
220,39.2,19.5,62.6,16.2,1
673,32.3,4.2,99.9,35.9,0
134,12.3,27.3,12.6,3.2,1
73,6.2,41.1,60.0,29.0,0
167,28.2,2.8,92.5,5.7,1
152,18.1,1.8,31.6,46.7,1
584,15.3,23.5,32.4,46.0,2
559,18.9,5.2,68.6,18.5,0
328,14.0,15.7,17.7,5.1,1
578,5.8,47.5,87.4,9.1,0
363,18.8,48.8,50.6,8.4,2
331,20.3,33.1,69.6,46.8,2
432,11.9,47.0,94.7,0.1,0
305,9.8,15.4,44.3,15.9,1
779,29.3,16.8,80.6,45.6,0
190,31.6,19.5,58.4,28.2,1
550,12.7,0.8,72.1,46.7,0
493,5.0,12.4,84.9,26.1,0
636,35.3,26.4,13.8,1.8,1
580,39.7,36.5,80.2,30.9,2
492,12.3,18.7,92.7,26.1,0
475,3.5,42.9,90.6,26.7,0
282,1.3,47.6,74.7,8.0,0
539,9.1,37.6,64.5,19.8,0
58,1.3,11.5,13.4,1.5,1
766,35.1,3.3,78.8,42.4,0
227,36.6,15.5,40.2,1.2,1
75,26.5,40.9,67.1,40.5,2
645,14.9,2.9,24.5,26.8,0
469,14.7,37.7,57.7,11.5,0
562,8.2,29.2,24.8,25.8,2
238,30.3,7.7,35.7,7.2,1
161,14.2,10.2,8.4,17.7,1
388,25.5,4.8,9.6,30.7,1
629,23.4,13.9,27.4,41.8,2
736,36.6,6.1,13.1,47.2,2
627,26.6,49.4,30.2,44.1,2
668,14.8,3.9,45.3,0.8,1
268,20.9,19.8,20.8,31.4,1
189,13.0,48.6,58.4,22.9,0
542,28.6,15.5,8.6,16.6,1
621,33.1,33.2,86.3,19.8,0
51,26.6,15.6,6.8,23.2,1
654,24.3,42.2,47.7,18.2,2
109,21.4,42.1,86.2,0.7,1
618,20.7,20.2,29.4,41.0,2
149,19.0,9.5,8.7,27.2,1
423,11.1,7.3,87.7,29.5,0
358,6.0,33.1,92.1,41.1,0
229,21.2,9.5,11.8,40.7,1
465,34.0,41.0,48.2,49.9,2
396,12.2,43.2,45.8,1.1,1
487,23.9,39.8,93.3,2.6,0
725,35.0,48.3,47.0,4.4,2
245,6.4,0.6,54.0,7.0,1
364,34.4,8.4,37.0,49.2,2
530,3.3,42.3,30.5,30.0,2
665,27.0,19.9,9.7,11.0,2
378,13.9,6.6,80.4,23.8,0
509,17.2,13.4,32.2,22.6,1
783,34.0,36.8,86.9,1.9,0
187,24.0,15.2,94.5,0.0,1
691,1.0,13.4,7.3,27.4,0
657,27.1,28.3,58.5,19.1,2
361,22.1,45.7,72.3,46.0,2
79,33.7,43.8,34.1,48.2,2
368,39.6,35.8,54.4,19.4,1
659,9.6,17.4,69.6,13.2,0
800,35.1,3.6,91.4,9.1,1
477,25.3,12.8,92.9,26.6,0
531,30.1,35.5,54.1,28.2,2
92,13.8,25.1,67.4,4.9,1
386,36.7,42.1,97.0,30.3,2
58,20.2,3.3,75.6,35.4,1
657,4.9,46.8,27.4,24.4,2
234,29.2,17.5,36.9,46.4,2
160,23.8,44.1,74.2,14.9,1
553,31.7,1.5,39.9,3.5,1
600,16.7,37.0,71.8,36.9,0
782,12.5,7.0,82.1,43.4,0
110,15.4,36.2,67.1,40.6,0
763,26.7,33.3,40.4,38.5,2
251,20.9,43.7,67.3,35.2,2
716,32.3,16.2,51.3,1.0,1
209,35.3,30.6,70.4,38.3,2
338,3.4,33.4,96.6,44.4,0
274,31.4,41.6,17.0,48.9,2
180,1.5,44.4,39.9,6.7,0
800,12.2,9.6,26.6,16.4,0
475,31.7,32.9,29.5,28.9,2
427,21.2,3.7,11.8,16.6,1
438,6.2,1.4,13.3,32.8,0
577,30.8,44.8,59.8,16.9,2
428,25.4,26.6,8.1,34.9,2
186,30.4,26.9,41.1,43.8,2
564,32.4,36.0,1.7,23.6,2
363,23.7,27.2,74.0,31.0,0
183,29.5,47.6,85.5,21.8,1
565,27.3,8.5,0.2,42.2,2
606,38.9,27.0,83.0,44.0,2
632,11.1,43.4,98.4,14.1,0
635,27.0,13.0,56.4,17.7,1
427,7.2,22.8,91.9,6.7,0
432,38.9,33.5,73.2,10.8,1
219,11.3,23.3,31.6,47.8,2
164,28.9,40.5,41.4,29.1,2
456,12.0,40.0,34.2,34.5,2
329,6.3,40.3,71.4,47.1,0
385,9.0,3.4,58.4,0.5,1
721,26.9,41.7,4.8,38.5,2
631,27.5,49.3,17.4,11.1,2
449,30.3,13.2,62.4,5.6,1
195,20.2,39.8,22.3,38.7,2
198,33.6,26.5,29.5,1.1,1
479,32.1,48.6,94.0,45.2,2
405,18.0,21.2,95.6,38.2,0
441,13.4,37.2,95.5,39.1,0
718,35.5,21.5,47.6,48.2,2
520,27.7,28.1,61.1,26.4,2
409,35.6,7.9,82.9,37.5,1
739,5.6,13.3,98.1,46.7,0
276,2.5,22.9,85.4,33.0,0
579,25.1,39.9,45.1,6.2,2
537,1.1,43.8,27.5,49.1,2
327,7.1,11.3,78.1,45.9,0
74,23.5,10.7,18.9,20.6,1
760,7.6,41.5,34.4,5.8,2
490,20.6,8.9,2.9,1.6,1
112,18.9,39.9,12.3,6.8,1
696,38.0,31.2,20.4,36.6,2
313,13.7,20.8,75.5,6.5,1
615,22.5,35.0,23.9,6.5,2
475,13.4,18.5,88.2,17.1,0
317,36.3,42.2,8.8,31.3,2
212,26.0,39.7,66.7,41.9,2
101,11.6,2.1,97.4,46.0,0
427,12.8,30.5,19.7,34.1,2
298,2.6,12.5,37.2,11.4,1
503,0.5,40.4,67.2,7.8,0
737,28.6,32.0,13.8,24.9,2
681,23.8,17.0,79.6,46.9,0
710,30.2,44.1,60.1,23.5,2
310,23.8,49.0,23.5,19.5,2
458,25.4,20.7,45.1,0.8,1
581,9.6,33.1,76.0,33.1,0
233,1.3,5.9,10.1,19.0,1
395,18.7,16.9,42.4,41.2,2
274,6.5,36.3,46.0,30.6,0
190,8.6,12.2,97.6,9.0,0
187,35.0,23.3,45.9,23.6,1
627,15.2,43.3,61.5,21.4,0
526,12.1,14.9,36.0,29.1,0
160,37.0,38.3,28.7,12.7,1
523,20.5,36.4,92.8,33.7,0
206,22.0,1.6,78.1,15.6,1
350,4.6,19.1,41.2,44.6,0
647,25.5,40.7,6.8,15.2,2
595,0.2,42.6,96.4,28.5,0
702,7.5,22.7,68.8,39.9,0
233,8.4,2.4,16.6,4.5,1
512,32.2,33.6,73.2,29.3,2
407,4.7,3.3,77.8,14.1,0
310,0.2,27.0,13.4,0.6,1
572,39.3,22.4,31.4,46.4,2
513,3.9,29.9,53.7,28.3,0
121,33.5,1.2,47.6,10.8,1
650,27.8,30.6,98.4,21.6,0
800,30.7,21.4,7.1,30.7,2
157,22.1,7.5,1.3,25.9,1
463,39.3,24.3,62.9,13.5,1
753,26.6,28.3,93.3,15.6,0
715,5.0,33.5,39.8,47.2,2
213,19.5,17.3,14.3,11.0,1
248,33.8,40.2,38.8,35.9,2
432,30.0,27.9,5.5,48.8,2
685,22.1,25.3,59.0,48.9,2
768,26.5,48.1,63.6,5.5,2
77,8.7,46.8,13.2,40.9,2
56,18.2,28.5,20.0,11.6,1
663,6.0,19.4,9.2,11.0,2
70,0.4,1.8,32.8,14.3,1
292,22.0,24.3,10.3,24.5,1
464,36.3,36.8,27.9,42.5,2
90,13.8,48.9,28.5,18.5,2
789,24.6,11.3,43.1,38.3,2
195,38.1,35.7,80.8,26.2,1
740,31.7,10.1,1.7,14.5,2
511,11.9,29.2,58.3,35.4,0
616,0.7,37.1,7.9,3.2,2
59,8.5,6.2,54.0,32.8,1
620,31.9,8.6,59.4,0.1,1
631,21.0,7.2,31.9,38.6,2
169,19.8,31.8,31.0,13.4,1
373,2.0,46.1,72.0,13.0,0
594,5.6,30.7,8.3,20.4,2
317,25.2,44.3,31.5,0.8,1
108,34.1,16.7,73.2,38.9,1
134,18.3,36.0,74.9,25.8,0
702,24.6,18.5,95.9,34.5,0
166,34.2,3.6,3.0,12.1,1
223,10.5,36.1,42.3,44.4,2
626,36.5,44.3,32.9,48.1,2
149,28.2,18.1,58.7,28.5,1
610,15.3,10.6,87.3,24.6,0
241,38.6,48.1,19.3,29.1,2
265,26.7,49.3,76.9,39.9,2
107,8.2,16.4,81.6,38.4,0
607,2.0,1.1,3.3,25.1,0
113,10.6,33.9,12.2,21.6,1
268,6.9,4.9,20.5,12.8,1
714,19.9,43.6,64.6,11.0,0
384,29.5,22.7,65.9,2.0,1
735,13.2,4.1,46.2,6.5,0
566,29.9,16.8,34.1,22.2,1
755,39.6,12.1,59.4,36.1,2
237,5.2,38.6,84.6,44.6,0
458,33.4,18.7,31.0,27.3,2
724,38.0,16.3,88.7,29.6,0
128,26.0,36.7,35.5,21.9,1
367,9.2,26.3,18.6,24.4,2
663,7.1,10.2,65.9,30.6,0
328,30.7,22.4,43.4,27.3,1
455,22.6,15.3,45.9,31.3,1
226,35.1,23.6,29.4,25.6,1
392,30.3,33.6,49.6,17.3,1
767,31.0,7.8,89.4,25.3,0
476,5.4,49.5,57.9,23.9,0
601,5.2,32.3,78.0,1.8,0
270,33.9,3.5,54.4,3.4,1
234,39.9,3.8,7.0,20.5,1
303,9.1,18.5,50.8,28.1,0
541,30.8,41.4,51.6,18.8,2
273,24.7,11.5,8.7,49.1,2
465,20.5,39.3,73.8,6.4,0
746,34.1,22.6,63.1,46.9,2
461,32.9,11.6,96.1,19.9,1
154,20.0,18.7,81.1,6.5,1
775,25.0,9.5,80.2,10.8,0
462,7.9,0.4,38.6,18.4,0
645,23.4,13.4,34.9,30.5,2
207,31.8,45.2,67.9,24.8,2
481,4.7,24.5,86.9,18.4,0
657,10.3,30.6,33.5,34.8,2
269,29.2,47.7,66.9,17.2,1
446,35.0,32.5,78.3,33.2,2
480,25.5,13.4,10.0,45.1,2
374,11.7,41.5,39.1,5.1,1
492,25.5,47.2,67.0,45.0,2
776,25.4,27.5,77.5,1.5,0
641,31.1,4.9,92.7,23.2,0
630,35.6,4.9,26.0,9.9,1
276,22.3,49.9,22.7,22.3,2
358,5.6,38.1,26.4,35.8,2
541,10.7,46.7,96.0,41.8,0
555,26.2,12.0,21.5,40.2,2
464,26.0,43.1,32.9,6.6,2
328,17.2,22.6,10.4,28.4,2
653,9.7,36.7,45.6,35.8,2
693,7.6,17.3,7.5,13.0,2
161,12.6,1.8,65.3,5.1,1
450,26.0,26.7,79.4,30.7,0
682,34.3,2.8,65.1,13.5,1
281,22.8,47.3,25.5,45.4,2
515,31.4,1.6,48.4,4.0,1
604,13.0,3.9,68.0,35.0,0
422,15.7,0.0,73.1,31.5,0
265,20.7,1.6,68.3,25.2,1
775,14.0,22.2,8.6,30.3,2
312,12.0,47.7,94.4,45.7,0
799,9.9,45.3,93.0,37.7,0
767,3.4,5.2,21.1,0.7,0
711,23.8,13.5,89.5,5.6,0
255,6.5,48.0,0.3,7.6,2
88,21.8,44.1,84.7,13.8,1
666,9.2,14.7,89.5,19.8,0
450,18.7,31.9,48.4,44.7,2
401,11.5,32.7,82.3,5.7,0
57,16.1,11.5,99.0,21.5,0
702,17.8,17.1,41.3,39.8,2
54,13.3,43.8,97.6,18.2,0
389,3.2,34.6,61.2,43.1,0
499,5.3,6.5,31.1,32.3,0
573,32.8,19.9,64.9,31.8,2
249,3.9,29.3,68.6,3.8,0
228,9.6,20.1,65.4,25.4,0
273,37.6,10.4,92.5,40.5,1
392,38.2,45.3,70.7,11.0,1
374,33.1,46.7,66.2,9.8,1
624,27.1,3.8,24.8,25.7,1
235,29.8,28.0,21.1,35.7,2
524,30.9,48.4,92.3,43.6,2
105,4.8,15.2,37.0,16.8,1
476,4.8,13.5,40.4,18.3,0
267,4.0,6.0,55.3,33.1,0
245,18.0,38.9,60.1,21.0,0
431,2.1,29.0,49.6,25.2,0
205,24.6,49.1,50.4,38.8,2
181,21.5,41.2,54.6,8.0,1
469,13.1,7.9,31.7,33.0,0
287,12.4,29.7,32.4,45.3,2
196,17.1,42.6,25.7,38.6,2
292,4.8,9.8,2.0,3.0,1
447,14.1,32.9,15.1,40.9,2
777,18.6,38.0,9.4,17.8,2
780,35.5,3.5,98.0,23.6,0
59,8.5,25.5,44.2,43.5,0
609,31.7,10.8,5.7,25.2,2
353,30.9,16.3,22.8,15.9,1
410,19.4,38.5,12.1,8.9,2
492,5.8,20.5,34.5,10.2,0
593,6.5,16.0,87.2,35.4,0
601,7.0,44.8,58.7,11.4,0
634,38.6,16.7,86.6,44.8,2
589,8.8,38.2,49.6,33.9,0
175,2.7,40.3,2.9,19.6,2
686,8.8,8.2,81.5,22.3,0
445,11.4,12.2,3.6,20.7,1
800,37.3,2.9,99.0,37.2,0
761,8.7,31.3,11.5,20.6,2
414,30.9,10.5,75.2,14.2,1
273,28.9,22.4,67.0,17.4,1
740,39.9,44.1,97.0,24.7,2
316,28.3,2.3,93.1,27.6,1
341,28.2,41.4,63.9,49.6,2
763,35.8,32.9,9.6,23.8,2
306,16.2,19.0,54.2,49.6,0
355,0.8,15.6,14.0,25.5,0
704,28.4,23.6,98.9,15.6,0
336,39.8,25.9,48.5,22.3,1
688,0.3,3.6,1.4,12.5,0
127,26.8,40.2,28.7,18.8,1
627,35.7,35.0,63.7,34.8,2
697,4.6,49.1,51.2,23.6,0
547,3.0,5.4,93.9,28.7,0
791,4.2,44.1,83.7,38.5,0
523,26.3,13.7,28.5,20.5,1
416,2.6,38.6,7.3,9.8,2
320,12.0,43.1,83.8,5.4,0
253,24.1,48.2,52.6,33.2,2
434,29.3,6.7,79.3,15.1,1
706,2.8,44.8,84.0,38.0,0
631,8.8,12.0,81.5,45.6,0
174,0.5,19.1,86.0,4.7,0
762,26.8,5.5,12.4,36.9,2
369,0.9,5.1,40.8,34.5,0
492,30.2,12.8,49.6,2.0,1
137,18.3,33.4,12.5,1.5,1
283,16.3,22.6,28.1,15.7,1
613,1.7,16.2,34.8,36.1,0
782,6.7,41.2,21.6,24.4,2
383,33.4,5.3,78.7,48.1,0
400,10.3,36.3,42.9,47.6,2
760,27.7,12.3,11.1,31.8,2
139,0.0,37.5,93.9,22.6,0
461,35.3,45.9,9.6,27.7,2
190,2.3,1.0,27.3,18.8,1
768,32.5,41.8,20.6,21.5,2
285,24.5,14.7,59.8,46.9,2
309,30.4,9.0,23.1,9.0,1
351,7.8,26.6,42.6,31.5,0
551,39.9,20.1,66.4,39.3,2
476,35.9,22.9,98.2,41.5,0
376,3.8,29.9,6.5,25.6,2
114,34.4,36.9,86.4,13.6,1
663,5.2,6.4,57.0,11.0,0
87,13.8,20.9,77.6,2.1,1
58,16.0,43.0,47.6,17.8,1
391,31.0,19.8,30.6,47.9,2
322,8.6,5.1,74.0,4.3,1
216,28.2,26.6,17.5,8.8,1
629,33.6,34.2,16.1,26.5,2
392,27.5,45.2,50.5,33.5,2
385,25.9,33.2,20.1,39.6,2
692,1.6,48.9,46.1,15.0,0
164,15.5,45.7,91.8,10.6,0
711,38.1,33.3,34.0,24.3,2
560,32.8,47.5,40.0,21.5,2
444,15.7,26.9,85.6,9.5,0
752,17.1,42.1,55.9,26.4,2
751,35.5,18.6,19.1,12.3,2
368,4.4,3.5,1.3,22.6,1
536,16.9,41.8,18.7,15.1,2
574,25.8,46.6,7.9,16.9,2
534,29.0,46.9,55.4,15.5,2
496,3.5,29.7,7.8,0.1,1
623,10.3,39.3,16.7,40.4,2
80,1.8,49.2,25.5,16.5,2
235,26.4,41.1,27.6,40.7,2
407,22.1,40.4,14.1,25.4,2
386,1.7,24.7,80.8,43.4,0
508,18.8,36.5,48.2,41.9,2
613,21.3,0.8,13.9,10.8,1
72,0.6,2.2,18.8,39.1,1
505,39.6,18.2,77.2,1.3,1
435,25.3,33.8,39.2,2.1,1
623,34.3,34.0,6.4,30.8,2
535,34.7,49.1,90.1,13.6,2
419,36.6,37.8,25.8,30.2,2
494,28.6,2.4,64.3,44.3,0
218,28.6,23.1,34.3,2.2,1
166,3.1,38.1,38.3,17.0,0
523,18.0,47.7,57.0,13.6,2
579,36.9,48.4,0.7,28.6,2
588,3.4,5.0,48.6,41.5,0
382,22.3,49.1,10.1,11.3,2
695,22.1,40.1,17.6,19.1,2
621,29.4,34.7,75.0,20.6,2
453,6.9,36.0,80.2,23.9,0
466,7.7,27.4,57.7,32.2,0
726,36.6,15.3,40.9,9.1,1
306,13.7,32.7,85.4,29.5,0
75,0.6,1.3,11.9,30.2,1
485,5.7,16.3,8.6,45.1,2
589,14.9,45.1,7.6,40.9,2
488,23.8,18.9,50.2,45.2,2
63,9.6,47.4,60.7,36.6,0
749,28.1,22.5,14.6,12.0,2
406,39.8,40.6,84.6,40.7,2
101,34.2,22.4,54.5,15.2,1
69,18.6,24.4,80.6,13.6,1
669,27.6,27.8,22.9,19.8,2
233,1.0,2.6,68.9,13.3,0
509,8.2,33.1,46.2,44.9,2
56,33.7,30.2,34.9,14.2,1
194,24.9,43.8,89.6,37.7,0
547,1.4,21.9,71.5,29.0,0
252,14.2,5.5,52.5,48.5,0
369,38.0,11.8,85.0,37.8,1
488,34.2,34.2,72.6,6.7,1
705,0.7,6.4,58.0,23.2,0
521,3.9,13.3,6.1,19.5,0
226,9.5,20.9,49.1,11.9,1
599,5.6,11.9,86.4,4.5,0
328,11.1,5.8,10.8,5.8,1
536,30.8,1.8,27.3,45.1,2
176,38.2,13.9,37.1,11.1,1
112,33.5,15.4,84.2,49.7,1
446,23.1,32.3,24.8,11.8,1
130,7.6,38.4,33.9,15.1,1
474,36.2,22.4,74.0,13.0,1
123,6.6,25.5,49.6,41.2,0
346,4.0,38.0,41.0,34.6,0
543,7.9,30.3,23.7,36.5,2
748,22.1,48.0,90.8,47.1,2
116,17.7,13.3,67.7,25.3,1
468,34.6,40.2,42.1,37.7,2
474,5.2,17.1,44.1,14.9,0
450,11.6,7.7,12.8,39.2,2
529,15.3,35.0,5.7,22.1,2
617,32.3,17.8,62.8,24.1,1
273,27.0,0.4,86.1,27.2,1
178,16.6,29.3,64.2,15.6,1
525,18.9,22.5,78.4,15.6,0
721,32.7,33.5,82.2,18.4,2
91,20.9,36.7,16.8,23.5,1
620,18.3,13.9,88.1,30.5,0
196,21.0,17.8,27.3,6.0,1
250,7.0,23.8,68.3,4.5,0
605,10.9,27.6,14.4,17.4,2
389,5.1,26.2,52.8,26.3,0
456,25.9,44.8,52.0,21.3,2
686,19.4,48.2,84.2,24.8,0
562,39.0,26.3,4.5,3.6,1
512,18.5,1.9,77.3,0.1,1
363,37.3,35.7,73.8,42.9,2
656,8.7,1.2,14.3,13.1,1
660,15.4,40.4,69.3,8.4,0
248,20.0,25.3,7.0,31.8,2
527,37.8,24.1,0.6,16.8,2
427,30.8,11.0,84.8,12.2,1
215,17.1,12.0,94.4,12.5,1
81,22.6,33.9,28.8,44.4,2
501,34.7,17.5,13.2,41.6,2
239,8.4,24.7,4.8,28.1,2
418,5.1,30.2,62.2,30.3,0
197,18.3,50.0,30.8,10.5,2
248,20.1,27.0,6.0,39.6,2
693,21.4,2.9,84.9,26.1,0
670,37.6,42.5,67.9,46.8,2
199,2.0,42.4,62.9,18.4,0
233,36.2,5.2,42.8,24.4,1
795,21.6,25.2,42.6,17.0,2
125,21.0,39.0,39.1,8.1,1
509,9.8,0.2,53.8,30.9,0
341,27.5,15.7,32.6,0.9,1
351,5.6,49.7,97.1,38.9,0
731,28.2,29.4,79.3,2.7,0
540,31.4,45.1,2.9,8.6,2
210,24.5,15.6,85.6,35.5,0
377,10.9,38.1,1.0,15.0,2
149,28.9,18.6,30.5,33.6,1
457,9.5,35.1,21.9,46.7,2
315,13.2,6.9,42.4,19.1,1
424,31.4,18.6,83.1,0.2,1
688,26.8,8.2,87.3,23.7,0
488,31.8,48.1,96.5,6.8,0
203,3.4,23.8,16.9,43.7,2
321,26.8,44.2,54.1,28.7,2
156,21.9,2.5,22.0,12.4,1
240,38.1,5.9,49.8,22.6,1
378,3.5,8.6,19.4,6.7,1
427,23.2,49.2,77.0,42.9,2
312,19.9,47.5,86.3,35.6,0
95,23.3,31.7,94.5,34.9,0
233,19.1,19.3,97.8,6.6,1
636,17.7,25.3,26.7,33.5,2
661,11.4,30.1,72.9,8.4,0
640,28.4,12.2,62.6,6.5,1
587,33.9,3.7,66.9,33.4,1
776,35.6,21.4,80.6,41.3,2
704,19.5,39.8,68.5,13.1,0
64,4.0,22.8,4.2,2.9,1
623,21.6,11.1,50.1,10.5,1
100,7.7,42.3,18.4,32.3,2
268,27.5,21.8,54.7,24.3,1
257,10.2,11.3,71.6,10.9,1
419,11.0,49.0,27.8,41.7,2
632,2.1,40.3,30.5,26.9,2
630,39.1,7.6,80.4,2.5,1
279,31.9,45.9,98.6,25.8,0
348,15.2,45.5,36.2,16.6,2
604,12.8,46.7,46.1,33.5,2
691,28.0,36.5,30.4,17.6,2
161,32.5,47.2,97.5,1.0,1
717,17.8,35.3,33.8,26.9,2
101,7.4,21.2,38.4,14.4,1
659,25.9,26.3,37.3,36.7,2
113,28.4,20.4,59.1,14.3,1
662,11.6,32.4,81.8,4.5,0
364,17.7,4.7,13.8,10.1,1
628,35.9,43.2,15.2,25.8,2
384,26.8,44.3,23.4,18.2,2
133,26.7,16.9,61.0,8.8,1
385,19.8,6.2,6.8,2.4,1
131,19.6,48.7,57.9,46.5,2
243,0.4,19.3,18.2,31.4,0
667,29.1,10.2,11.9,48.0,2
491,32.8,12.8,86.2,37.3,0
749,16.6,45.0,33.6,41.8,2
366,29.5,5.4,12.4,28.0,1
123,19.8,28.0,40.0,38.4,2
537,19.1,5.8,75.0,39.3,0
154,7.3,37.6,24.8,34.0,2
361,7.0,49.4,80.2,12.1,0
469,25.4,27.9,92.5,40.2,0
162,33.2,11.0,7.9,12.3,1
430,22.7,12.1,34.2,38.9,2
461,22.5,38.6,63.8,45.6,2
160,10.8,37.4,74.9,27.0,0
152,3.6,0.5,17.1,45.3,0
86,31.1,34.4,32.9,42.0,2
208,10.7,36.7,57.0,41.6,0
318,15.6,44.4,43.0,1.8,1
138,12.0,19.7,12.3,28.2,1
622,38.0,3.9,47.9,23.5,1
259,5.7,42.7,99.9,7.9,0
516,4.5,20.8,41.2,20.9,0
595,24.3,28.3,22.2,23.6,2
77,1.7,9.4,46.0,26.6,0
762,21.6,39.6,6.8,47.3,2
643,28.7,1.5,59.5,10.2,1
157,5.9,15.5,99.2,7.8,0
404,27.7,24.1,66.4,36.1,2
77,12.6,5.7,92.2,25.3,0
621,27.6,20.0,83.8,37.5,0
541,31.6,27.2,62.7,11.2,1
451,39.4,20.3,36.9,45.1,2
69,27.5,26.6,19.3,40.8,2
676,21.5,1.7,23.8,33.4,2
655,9.6,10.5,19.0,32.2,2
306,10.5,20.3,27.3,10.9,1
267,17.7,5.6,69.7,25.7,1
370,10.7,25.0,52.9,48.3,0
396,17.2,43.8,80.5,32.6,0
559,21.2,11.2,25.5,37.8,2
70,19.5,48.8,19.8,14.2,1
77,35.5,42.0,84.2,15.5,1
118,31.3,25.0,76.6,32.3,1
791,35.8,18.5,60.0,27.4,2
737,17.5,12.2,54.5,41.1,0
223,2.7,34.0,95.8,0.5,0
440,1.9,41.3,96.7,48.2,0
736,17.9,37.6,13.2,28.2,2
545,16.2,23.5,13.2,29.1,2
781,36.2,43.3,18.3,37.4,2
773,14.0,30.2,5.1,5.6,2
703,1.0,43.1,75.9,20.9,0
448,17.3,25.3,36.2,32.9,2
493,25.6,31.0,23.9,23.1,2
693,6.4,33.2,6.7,9.0,2
50,29.9,26.1,33.2,31.5,1
151,9.9,24.9,56.5,11.7,1
208,23.1,9.5,97.2,6.3,1
145,37.5,12.4,65.7,17.1,1
759,3.8,20.6,39.6,30.1,0
250,28.3,3.0,82.5,28.4,1
150,24.6,47.9,20.3,5.6,1
406,4.0,26.1,31.8,32.8,0
668,34.3,23.9,60.2,18.8,2
675,39.0,45.2,60.8,49.9,2
276,15.5,35.9,9.2,43.4,2
681,18.5,6.3,64.3,27.9,0
431,12.8,0.6,55.1,40.1,0
465,31.3,22.5,47.3,29.9,2
194,26.7,9.8,45.3,0.8,1
325,25.7,24.0,48.1,33.4,2
550,35.3,34.7,58.2,17.4,2
729,5.9,28.7,84.8,41.7,0
235,26.8,48.3,78.1,39.7,2
222,37.8,33.6,48.1,29.7,1
267,17.2,37.6,45.6,15.6,1
345,3.4,47.4,50.1,34.9,0
696,21.1,6.5,1.6,41.1,2
205,31.8,5.1,1.2,31.7,1
419,9.5,33.1,26.6,47.4,2
676,29.8,22.9,31.7,35.1,2
239,30.1,14.6,84.0,16.5,1
132,2.7,17.0,4.8,18.8,1
316,31.1,45.1,41.5,34.8,2
755,7.5,14.1,30.5,43.5,0
159,34.2,5.0,99.3,8.9,1
136,13.6,2.0,13.4,42.0,1
567,6.1,6.3,11.6,39.6,2
728,15.1,37.7,26.7,43.3,2
78,22.3,39.5,73.0,33.1,0
779,35.2,7.7,17.3,9.2,1
223,28.9,9.8,53.2,26.5,1
406,7.8,4.5,18.7,42.4,0
538,35.3,14.5,26.0,18.0,1
72,11.7,18.4,31.8,40.5,1
260,7.0,27.8,3.4,17.9,1
275,0.2,13.9,19.9,16.7,1
112,8.7,6.6,11.3,28.4,1
85,6.1,46.6,63.0,45.7,0
509,15.2,47.5,52.5,6.4,2
54,26.3,8.9,16.5,9.4,1
580,19.8,29.6,34.8,42.2,2
151,4.4,18.6,9.0,44.4,2
251,36.0,12.9,12.8,48.6,2
503,3.4,32.5,59.4,45.3,0
331,10.6,42.6,73.6,38.7,0
221,6.2,3.5,49.8,0.5,1
369,26.3,8.5,23.6,16.1,1
750,29.1,38.1,70.8,48.8,2
82,13.0,25.8,48.6,38.0,0
418,37.6,1.9,75.4,46.1,1
440,2.2,42.9,34.4,19.2,0
419,25.6,17.0,55.1,11.0,1
563,4.2,10.9,83.6,1.6,0
424,15.2,11.2,2.8,34.5,2
329,18.0,8.2,27.0,29.3,1
